index0,index1,RAW_OUT_REG_SEC
GLD,A,172.49178985381303
GLD,B,2359.928854127527
GLD,C,5790.628552172614
GLD,D,792.0833837069825
GLD,E,1748.321495892802
GLD,F,204.69960647867703
GLD,G,298.7283771060451
GLD,H,294.957451801286
GLD,I,990.9768381323945
GLD,J,56.9357242356318
GLD,K,179.71342210674788
GLD,L,928.1349244495292
GLD,M,510.5095154992244
GLD,N,186.2020264542707
GLD,O,284.1273566957483
GLD,P,284.4352681577838
GLD,Q,268.97696728180506
GLD,R,28.389298546865263
GLD,S,161.46507803224108
