Regions,Sectors,INIT_KAP
GLD,A,0.9253461173720713
GLD,B,1.7227772533463128
GLD,C,1.5798828142066002
GLD,D,1.1433215649561328
GLD,E,0.8577609973029728
GLD,F,1.0247713728380217
GLD,G,1.261722899402487
GLD,H,0.8743319722682575
GLD,I,1.4594908485563527
GLD,J,1.021505819495005
GLD,K,2.566255119746644
GLD,L,4.724007745516602
GLD,M,0.8873374006753025
GLD,N,0.8591973051892033
GLD,O,1.0434736159133753
GLD,P,0.8578965580660872
GLD,Q,1.014875020312328
GLD,R,0.8577829937771563
GLD,S,0.8777464528692439
