Regions,Sectors,INIT_KAP
GLD,A,0.2486813326577262
GLD,B,0.34228259947426465
GLD,C,1.0137641761259044
GLD,D,0.44633867143818456
GLD,E,0.3064359758018728
GLD,F,0.37778981098417114
GLD,G,0.4923271582207289
GLD,H,0.19742790115165737
GLD,I,0.28240330061468794
GLD,J,0.4632759854928135
GLD,K,1.3530370344151978
GLD,L,2.322282203764305
GLD,M,0.17619570919365887
GLD,N,0.2544843032121744
GLD,O,0.2998691754121126
GLD,P,0.1404750761527837
GLD,Q,0.26526402957166556
GLD,R,0.12993574393463816
GLD,S,0.25927342494830324
