Regions,Sectors,INIT_KAP
GLD,A,0.13811603450698892
GLD,B,0.16536090578628926
GLD,C,0.7295625798215168
GLD,D,0.14838005406488125
GLD,E,0.030225150936497074
GLD,F,0.18128690243447007
GLD,G,0.2514245698522183
GLD,H,0.13951803683086722
GLD,I,0.2025558467212634
GLD,J,0.3082115217299766
GLD,K,0.9437730887742137
GLD,L,1.6581985426806265
GLD,M,0.07144499840045059
GLD,N,0.15189679037860462
GLD,O,0.19011447974957657
GLD,P,0.10006733926656912
GLD,Q,0.19184968633433613
GLD,R,0.09087094302704149
GLD,S,0.17468793592582496
