Regions,Sectors,INIT_KAP
GLD,A,0.391923884364561
GLD,B,0.5409538408878407
GLD,C,1.1548610860686273
GLD,D,0.7062768963099647
GLD,E,0.48492974436608005
GLD,F,0.5968956849300517
GLD,G,0.7783194756941051
GLD,H,0.17450489294369054
GLD,I,0.4116259606800022
GLD,J,0.7215683405162415
GLD,K,1.8883310050722826
GLD,L,2.671688402624009
GLD,M,0.27750448238289216
GLD,N,0.387671175040664
GLD,O,0.472383644760908
GLD,P,0.1011343542324161
GLD,Q,0.17205689066058252
GLD,R,0.18860313085465055
GLD,S,0.3807543177847455
