Regions,Sectors,INIT_KAP
GLD,A,0.5256520326560395
GLD,B,0.7352538626339163
GLD,C,1.7448428610691555
GLD,D,0.9188881196616887
GLD,E,0.59274376711917
GLD,F,0.7857493812424994
GLD,G,1.1200005160947577
GLD,H,0.3463785946410487
GLD,I,0.5613853167358862
GLD,J,0.9376913148030679
GLD,K,2.4189884851993795
GLD,L,3.9879068618458913
GLD,M,0.37970270042551024
GLD,N,0.46477372088873886
GLD,O,0.6672384549240061
GLD,P,0.24428359650863182
GLD,Q,0.44657271110784424
GLD,R,0.24694083213815315
GLD,S,0.4666421478639793
