Regions,Sectors,INIT_KAP
GLD,A,0.21255745478117083
GLD,B,0.2726627715540802
GLD,C,1.1410115906571057
GLD,D,0.23555088427753348
GLD,E,0.05086995835643881
GLD,F,0.284512810757999
GLD,G,0.38899100015254945
GLD,H,0.21489120674159348
GLD,I,0.3189747996872116
GLD,J,0.45370899392522995
GLD,K,1.4003487661514904
GLD,L,2.5090840784602992
GLD,M,0.1152908353500735
GLD,N,0.2350947432986708
GLD,O,0.29254535308507335
GLD,P,0.1546400557638965
GLD,Q,0.2909666415609533
GLD,R,0.14006064327691914
GLD,S,0.2683800916624159
