Regions,Sectors,INIT_KAP
GLD,A,0.201355092523328
GLD,B,0.2567769776302061
GLD,C,1.076861287284895
GLD,D,0.22214743655657535
GLD,E,0.04779203252536246
GLD,F,0.2683724057440898
GLD,G,0.366703967617341
GLD,H,0.20257293118060715
GLD,I,0.3008543450543418
GLD,J,0.43002433698372383
GLD,K,1.324654335668017
GLD,L,2.3704269437805685
GLD,M,0.10842534770297552
GLD,N,0.22034333259321526
GLD,O,0.275678341158367
GLD,P,0.1457155442958721
GLD,Q,0.2744294221989868
GLD,R,0.13226532693289747
GLD,S,0.252536704242219
