Regions,Sectors,INIT_KAP
GLD,A,0.2797160377369454
GLD,B,0.35536741274584005
GLD,C,1.4704322260293148
GLD,D,0.29891182584197123
GLD,E,0.06511637600120744
GLD,F,0.34266949024916926
GLD,G,0.5156592184342913
GLD,H,0.2950404448058074
GLD,I,0.3903455594352074
GLD,J,0.4368827876653828
GLD,K,1.3616922778117437
GLD,L,2.973906895362351
GLD,M,0.17196228810116598
GLD,N,0.3380791921275484
GLD,O,0.3864678721975115
GLD,P,0.21145226296053668
GLD,Q,0.3913681368943289
GLD,R,0.16827497712460768
GLD,S,0.3882934764505029
