Regions,Sectors,INIT_KAP
GLD,A,0.1770509670255077
GLD,B,0.22149233129140528
GLD,C,0.9380279259792944
GLD,D,0.1934312463936031
GLD,E,0.0826376635746328
GLD,F,0.2339203754240504
GLD,G,0.32020818216077607
GLD,H,0.17713595311143385
GLD,I,0.2617944976598357
GLD,J,0.38076688969446254
GLD,K,1.1692703763999202
GLD,L,2.0813425697946633
GLD,M,0.09357905819741577
GLD,N,0.19221873531546338
GLD,O,0.24054549677759351
GLD,P,0.12712163799842788
GLD,Q,0.24009556137764618
GLD,R,0.11590580200961169
GLD,S,0.2209777403953625
