Regions,Sectors,INIT_KAP
GLD,A,0.20577015929815698
GLD,B,0.26303619814510126
GLD,C,1.102078749635791
GLD,D,0.2274248623980701
GLD,E,0.0489871241709971
GLD,F,0.2747187487641068
GLD,G,0.37544573337338344
GLD,H,0.207400148841414
GLD,I,0.30797956835501344
GLD,J,0.4393307871286432
GLD,K,1.3543122955870739
GLD,L,2.4248006874748738
GLD,M,0.11112696855523702
GLD,N,0.2261158367577452
GLD,O,0.282289032217203
GLD,P,0.14921132348195637
GLD,Q,0.28090284976058705
GLD,R,0.13532608171909982
GLD,S,0.2587421200231115
