Regions,Sectors,INIT_KAP
GLD,A,0.26150571672689465
GLD,B,0.36008439531663294
GLD,C,1.0260396440708484
GLD,D,0.4696483088828569
GLD,E,0.3224465247939617
GLD,F,0.39742791620118634
GLD,G,0.5179652924800162
GLD,H,0.19971466549639022
GLD,I,0.2859278807629258
GLD,J,0.48133107093502947
GLD,K,1.380256076991489
GLD,L,2.3535154087973464
GLD,M,0.18527119253997004
GLD,N,0.26623103055895214
GLD,O,0.3152435982550131
GLD,P,0.14169478696227872
GLD,Q,0.26624891170199944
GLD,R,0.13251294210841488
GLD,S,0.26576971725793497
