Regions,Sectors,INIT_KAP
GLD,A,0.19813336087119934
GLD,B,0.25222607193140995
GLD,C,1.0584476956649096
GLD,D,0.2183842027661961
GLD,E,0.04702780430802349
GLD,F,0.2637581624108576
GLD,G,0.36036697445030935
GLD,H,0.19906385602406904
GLD,I,0.2956502916384216
GLD,J,0.4232732597667821
GLD,K,1.303191922062251
GLD,L,2.3308526949029575
GLD,M,0.10648290736166707
GLD,N,0.2161832261266805
GLD,O,0.2708792065441939
GLD,P,0.14317172896937894
GLD,Q,0.26972454819774416
GLD,R,0.1300375580999319
GLD,S,0.2480428009101035
