Regions,Sectors,INIT_KAP
GLD,A,0.20914349170574476
GLD,B,0.26781485322623694
GLD,C,1.1214150598774675
GLD,D,0.2314513804334799
GLD,E,0.049884373670116826
GLD,F,0.2795835810037215
GLD,G,0.3821654226517874
GLD,H,0.21111611976196593
GLD,I,0.31344289255375213
GLD,J,0.44647129768117017
GLD,K,1.3771460707634848
GLD,L,2.4666195956140835
GLD,M,0.113188554120195
GLD,N,0.23056841949231224
GLD,O,0.28737723443391605
GLD,P,0.15190326073288846
GLD,Q,0.28589127991349755
GLD,R,0.13767626608388248
GLD,S,0.26352277743980124
