Regions,Sectors,INIT_KAP
GLD,A,0.13999472415799738
GLD,B,0.16685695401587516
GLD,C,0.7428790992786728
GLD,D,0.15010779832993898
GLD,E,0.03128227036776717
GLD,F,0.1850245266662312
GLD,G,0.25768518651363026
GLD,H,0.14349019713004502
GLD,I,0.2061218329641835
GLD,J,0.31583000483934986
GLD,K,0.9682160522023172
GLD,L,1.6964366596553826
GLD,M,0.07824308082611091
GLD,N,0.16341550769085264
GLD,O,0.19515740792003647
GLD,P,0.10290906542385503
GLD,Q,0.19719683778921415
GLD,R,0.0928834798760648
GLD,S,0.18256362435025525
