Regions,Sectors,INIT_KAP
GLD,A,0.17309671353570982
GLD,B,0.21283939713677466
GLD,C,0.9199684010768396
GLD,D,0.21987104297559731
GLD,E,0.15063042950659797
GLD,F,0.23049194857547828
GLD,G,0.3175660758888293
GLD,H,0.1755440635784625
GLD,I,0.25637430044127346
GLD,J,0.3795184294497849
GLD,K,1.1656157439320247
GLD,L,2.0662066802596226
GLD,M,0.0910683227842105
GLD,N,0.19288959610952652
GLD,O,0.23884988644285038
GLD,P,0.1259858992156616
GLD,Q,0.23899292149756726
GLD,R,0.11431309076565246
GLD,S,0.2204366237548507
