Regions,Sectors,INIT_KAP
GLD,A,0.1732939794670028
GLD,B,0.2149914951682322
GLD,C,0.9186775373362579
GLD,D,0.18927359487455128
GLD,E,0.11710716459721603
GLD,F,0.22923575176017402
GLD,G,0.31509152474030844
GLD,H,0.17442772762678452
GLD,I,0.25614497473738607
GLD,J,0.37594763897457883
GLD,K,1.1547261890218843
GLD,L,2.0506961324742514
GLD,M,0.09108434923312286
GLD,N,0.19002004594056562
GLD,O,0.2369019912151954
GLD,P,0.12513278528619987
GLD,Q,0.23679866551457385
GLD,R,0.11382964015228156
GLD,S,0.21811450609903374
