Regions,Sectors,INIT_KAP
GLD,A,0.1736289450175219
GLD,B,0.21573258872333795
GLD,C,0.9201240831054166
GLD,D,0.18950309513721883
GLD,E,0.1113822844897756
GLD,F,0.2295669408987518
GLD,G,0.3152933257759026
GLD,H,0.1745341147283933
GLD,I,0.2565878810681127
GLD,J,0.37605996969532046
GLD,K,1.1550057772032016
GLD,L,2.051729562176826
GLD,M,0.09134537652882471
GLD,N,0.18996532241982783
GLD,O,0.23702046840148572
GLD,P,0.12520631709588512
GLD,Q,0.23685889098799606
GLD,R,0.11395917525133914
GLD,S,0.21813172326450403
