Regions,Sectors,INIT_KAP
GLD,A,0.13889615996400495
GLD,B,0.16584158100316448
GLD,C,0.7354818796173859
GLD,D,0.1490938875956612
GLD,E,0.030326987868526452
GLD,F,0.18292600664670275
GLD,G,0.25417646433011915
GLD,H,0.14125547633876565
GLD,I,0.204127407684544
GLD,J,0.31168503844409506
GLD,K,0.9549496186818394
GLD,L,1.6757394373210086
GLD,M,0.07467042661937111
GLD,N,0.1569480502016359
GLD,O,0.1923475581923356
GLD,P,0.10130706414568728
GLD,Q,0.19427479594270278
GLD,R,0.0917670342044406
GLD,S,0.17805183666771834
