Regions,Sectors,INIT_KAP
GLD,A,0.3725230809977109
GLD,B,0.5140715402566939
GLD,C,1.1301114710938243
GLD,D,0.6711141099364685
GLD,E,0.4607891630918844
GLD,F,0.5672435258072857
GLD,G,0.7396217082400791
GLD,H,0.18839612256992302
GLD,I,0.3912853247104899
GLD,J,0.6857209762906032
GLD,K,1.7942127937569308
GLD,L,2.6154127283608966
GLD,M,0.2637942588957714
GLD,N,0.3695195329728883
GLD,O,0.4489996235927404
GLD,P,0.11636196314296421
GLD,Q,0.20081646326698913
GLD,R,0.17948922723744828
GLD,S,0.3626503826180905
