Regions,Sectors,INIT_KAP
GLD,A,0.17434230817380553
GLD,B,0.21313518961103603
GLD,C,0.9292146940771872
GLD,D,0.2556161372604698
GLD,E,0.17529454874597858
GLD,F,0.2357901892824619
GLD,G,0.32339037348206423
GLD,H,0.17805998715053423
GLD,I,0.2587628871274017
GLD,J,0.38608113912193087
GLD,K,1.184749960114219
GLD,L,2.0965006595060007
GLD,M,0.10218831512735606
GLD,N,0.19748602468627374
GLD,O,0.24266623302422263
GLD,P,0.12765650520944408
GLD,Q,0.24284190736248892
GLD,R,0.1157676790269635
GLD,S,0.22433780103545328
