Regions,Sectors,INIT_KAP
GLD,A,0.18913925631875345
GLD,B,0.23928994770302714
GLD,C,1.00769786535061
GLD,D,0.20775684947706782
GLD,E,0.04455167090141272
GLD,F,0.2510170075295562
GLD,G,0.3431072917775689
GLD,H,0.18958483509724006
GLD,I,0.28129205174509286
GLD,J,0.4047729145074072
GLD,K,1.2448757673621922
GLD,L,2.2235060692891406
GLD,M,0.10095212517783651
GLD,N,0.20520196453580847
GLD,O,0.2578372259028176
GLD,P,0.13627829245955486
GLD,Q,0.2569878554683342
GLD,R,0.12395945020086144
GLD,S,0.23602100204535073
