Regions,Sectors,INIT_KAP
GLD,A,0.13689697712821466
GLD,B,0.16570391507457247
GLD,C,0.7178993027965102
GLD,D,0.14718348274994988
GLD,E,0.03051787970159934
GLD,F,0.17821833542576215
GLD,G,0.24572143808861235
GLD,H,0.135848399861791
GLD,I,0.19965785072008885
GLD,J,0.3000524528005202
GLD,K,0.9170434105197484
GLD,L,1.6169458803558705
GLD,M,0.06976689957960423
GLD,N,0.142981232965357
GLD,O,0.18500147111537305
GLD,P,0.09756202569396985
GLD,Q,0.186071184272933
GLD,R,0.0890307141608448
GLD,S,0.1681071703081045
