Regions,Sectors,INIT_KAP
GLD,A,0.17510948218228725
GLD,B,0.2184006033386831
GLD,C,0.9275202926931588
GLD,D,0.19115526243454628
GLD,E,0.09588997400267187
GLD,F,0.23134779410316156
GLD,G,0.31710464477077893
GLD,H,0.17548140746790036
GLD,I,0.25877889062375037
GLD,J,0.3776944591451016
GLD,K,1.1599253953842035
GLD,L,2.0624130209907787
GLD,M,0.09235201760965049
GLD,N,0.19063688366027054
GLD,O,0.2382818247870034
GLD,P,0.12590275007419952
GLD,Q,0.23796121621341973
GLD,R,0.11473181685450065
GLD,S,0.21907006071764434
