Regions,Sectors,INIT_KAP
GLD,A,0.33660688241810255
GLD,B,0.4642833691581222
GLD,C,1.095031818346084
GLD,D,0.6059855413412764
GLD,E,0.4160723325524272
GLD,F,0.512331344028624
GLD,G,0.6679530968529254
GLD,H,0.20226809772535465
GLD,I,0.35365109003966233
GLD,J,0.6193565338631228
GLD,K,1.6200032360966758
GLD,L,2.528124983046721
GLD,M,0.23840314523812048
GLD,N,0.3359716953395453
GLD,O,0.40569740834804235
GLD,P,0.13489697923251492
GLD,Q,0.24045832555056337
GLD,R,0.1626435090098478
GLD,S,0.3294012966134964
