Regions,Sectors,INIT_KAP
GLD,A,0.48847091652313096
GLD,B,0.6220356104878975
GLD,C,2.5822234282340757
GLD,D,0.5223810616221074
GLD,E,0.1119163600106745
GLD,F,0.5987964591395032
GLD,G,0.902887795889326
GLD,H,0.5149359014273782
GLD,I,0.6831334540931888
GLD,J,0.6450052818269751
GLD,K,2.3606924927652435
GLD,L,5.2243669883368336
GLD,M,0.29950132421966574
GLD,N,0.5770294939419524
GLD,O,0.675986544358285
GLD,P,0.3683148941240727
GLD,Q,0.6845528046931674
GLD,R,0.2914657231774722
GLD,S,0.6775205489700502
