Regions,Sectors,INIT_KAP
GLD,A,0.21752938696328614
GLD,B,0.2758886317386873
GLD,C,1.138797742278068
GLD,D,0.23233254424531782
GLD,E,0.051231171961049204
GLD,F,0.2662948514449107
GLD,G,0.40018777475301864
GLD,H,0.22952273855402092
GLD,I,0.30309175385957826
GLD,J,0.38949711281339494
GLD,K,1.1919341555917424
GLD,L,2.3025247840231793
GLD,M,0.1339601710906659
GLD,N,0.26691504096523483
GLD,O,0.3001665723919002
GLD,P,0.16470757942220804
GLD,Q,0.3039573880976131
GLD,R,0.13162591753224
GLD,S,0.30203911738972844
