Regions,Sectors,INIT_KAP
GLD,A,0.17338148572363912
GLD,B,0.21274170416690266
GLD,C,0.9222221063883188
GLD,D,0.23116514184271633
GLD,E,0.1584334802186543
GLD,F,0.23165325247458948
GLD,G,0.31897912337474704
GLD,H,0.17619805772091274
GLD,I,0.2569532605539691
GLD,J,0.3812590766383154
GLD,K,1.1707704648065373
GLD,L,2.074281896614821
GLD,M,0.09298093488442112
GLD,N,0.19412904683329063
GLD,O,0.23986178129697067
GLD,P,0.12643163228594745
GLD,Q,0.24003478099778888
GLD,R,0.11468079960940948
GLD,S,0.22147377018549527
