Regions,Sectors,INIT_KAP
GLD,A,0.2528970633328682
GLD,B,0.321090773791514
GLD,C,1.3274797105551752
GLD,D,0.2702014669773666
GLD,E,0.059114980172767104
GLD,F,0.30973926480787733
GLD,G,0.4658802843097049
GLD,H,0.2667843898576242
GLD,I,0.3527228285214291
GLD,J,0.41564896591783757
GLD,K,1.2792840817579736
GLD,L,2.6844936554381764
GLD,M,0.15557252236438476
GLD,N,0.30736104250125634
GLD,O,0.3492556164576117
GLD,P,0.19129478118242071
GLD,Q,0.3536802778571216
GLD,R,0.15244955397453758
GLD,S,0.35108668973422424
