Regions,Sectors,INIT_KAP
GLD,A,0.18406205324463726
GLD,B,0.23186664761171452
GLD,C,0.9782303190904806
GLD,D,0.20165149539539665
GLD,E,0.05349010438264667
GLD,F,0.24373856381957756
GLD,G,0.33321693670806407
GLD,H,0.18421918814064447
GLD,I,0.2731002701122236
GLD,J,0.3942639524502584
GLD,K,1.2114784106037682
GLD,L,2.1622441812824196
GLD,M,0.09783404724518735
GLD,N,0.19954090047123157
GLD,O,0.2503302719886631
GLD,P,0.13232955041241132
GLD,Q,0.2496347979482531
GLD,R,0.12053177897296045
GLD,S,0.22949624894816326
