Regions,Sectors,INIT_KAP
GLD,A,0.17307201476896242
GLD,B,0.21436547653334312
GLD,C,0.9178913255993035
GLD,D,0.18949400298829278
GLD,E,0.12313724008472475
GLD,F,0.22908008511985783
GLD,G,0.3151364297116973
GLD,H,0.17444209403312425
GLD,I,0.25591267065784107
GLD,J,0.3760983946140719
GLD,K,1.155259210859726
GLD,L,2.0511833145759892
GLD,M,0.0908791790716068
GLD,N,0.1902451563885363
GLD,O,0.2369632591370745
GLD,P,0.12515363809231342
GLD,Q,0.23691870231611195
GLD,R,0.11378138468810707
GLD,S,0.21827487919724256
