Regions,Sectors,INIT_KAP
GLD,A,0.4642829290825703
GLD,B,0.5911327117699284
GLD,C,2.4533230083730877
GLD,D,0.49648675017734845
GLD,E,0.10650850682641927
GLD,F,0.5691398829738223
GLD,G,0.8580008010354716
GLD,H,0.48946517294430236
GLD,I,0.6491973416807483
GLD,J,0.6133948709117368
GLD,K,2.2430144329556687
GLD,L,4.963494397942778
GLD,M,0.2847338400766644
GLD,N,0.5494491814728587
GLD,O,0.6424370638998341
GLD,P,0.3501551549149232
GLD,Q,0.6505800135333482
GLD,R,0.27723630271996036
GLD,S,0.6442257037997011
