Regions,Sectors,INIT_KAP
GLD,A,0.17377622142552135
GLD,B,0.21279379443367463
GLD,C,0.9251804064716457
GLD,D,0.24307323534946576
GLD,E,0.1666475883520863
GLD,F,0.23333626820742387
GLD,G,0.3208206288301827
GLD,H,0.17701566300546892
GLD,I,0.257689722871815
GLD,J,0.38341908414361564
GLD,K,1.1770735516537616
GLD,L,2.0841721978376535
GLD,M,0.09741099772287519
GLD,N,0.19563670556936213
GLD,O,0.24111042627227172
GLD,P,0.1269693767572242
GLD,Q,0.24129702616634174
GLD,R,0.11515300953015555
GLD,S,0.2227480667834751
