Regions,Sectors,INIT_KAP
GLD,A,0.18464089669796832
GLD,B,0.25285888053941613
GLD,C,0.9604229786112024
GLD,D,0.32907728111915036
GLD,E,0.22586173994363704
GLD,F,0.2790659040025553
GLD,G,0.3635049997382287
GLD,H,0.1855309790694977
GLD,I,0.26808544947196855
GLD,J,0.4074448017950346
GLD,K,1.2412079050026557
GLD,L,2.180830538415645
GLD,M,0.13061387761282126
GLD,N,0.21194255195609035
GLD,O,0.2546224606784819
GLD,P,0.1327326867080115
GLD,Q,0.25296547757701193
GLD,R,0.12058554618844156
GLD,S,0.23607135006624222
