Regions,Sectors,INIT_KAP
GLD,A,0.13982918462507804
GLD,B,0.17135367150875125
GLD,C,0.7302184124393702
GLD,D,0.15037713766204558
GLD,E,0.031782304664416006
GLD,F,0.18130400977720298
GLD,G,0.24790464957254058
GLD,H,0.13700624590298252
GLD,I,0.20345961316434508
GLD,J,0.30089375397098345
GLD,K,0.9178414859305111
GLD,L,1.6269230731485012
GLD,M,0.071795201308566
GLD,N,0.14289314510240297
GLD,O,0.18602974135289882
GLD,P,0.09832870394244873
GLD,Q,0.1865300281163767
GLD,R,0.09019562086414176
GLD,S,0.16877969490073175
