Regions,Sectors,INIT_KAP
GLD,A,0.19499971380076467
GLD,B,0.24776519221852353
GLD,C,1.0406567497926744
GLD,D,0.21467991360917663
GLD,E,0.04618095573941245
GLD,F,0.2592970329681908
GLD,G,0.3542736549582006
GLD,H,0.19569932190906042
GLD,I,0.29062164669926854
GLD,J,0.41677090798927313
GLD,K,1.282609439839839
GLD,L,2.292851666719558
GLD,M,0.10456925880310833
GLD,N,0.21222176260209527
GLD,O,0.26627209068750174
GLD,P,0.14073094202301686
GLD,Q,0.26521442042606497
GLD,R,0.1278926294962881
GLD,S,0.24374564396576298
