Regions,Sectors,INIT_KAP
GLD,A,0.6377502988624153
GLD,B,0.8442847758087694
GLD,C,3.510503481122185
GLD,D,0.7083344857661223
GLD,E,0.15046700991150783
GLD,F,0.7924135880338318
GLD,G,1.2202548699076186
GLD,H,0.6968722100017488
GLD,I,0.9268145098817977
GLD,J,0.8397607009218528
GLD,K,3.1378235570966337
GLD,L,7.030926394831719
GLD,M,0.4053121137092354
GLD,N,0.7293111674698902
GLD,O,0.9058970286904924
GLD,P,0.49714918910932804
GLD,Q,0.9186924701773208
GLD,R,0.38787270852828526
GLD,S,0.9064306659485889
