Regions,Sectors,INIT_KAP
GLD,A,0.13779156120806763
GLD,B,0.16800917694163753
GLD,C,0.7202527091971614
GLD,D,0.14813363345988906
GLD,E,0.031079115548606564
GLD,F,0.1787981367101278
GLD,G,0.24527822569453012
GLD,H,0.1355913457670563
GLD,I,0.20056125175892606
GLD,J,0.29853214874467604
GLD,K,0.9114324460456386
GLD,L,1.6114897125479641
GLD,M,0.07049612954871766
GLD,N,0.14149188332700274
GLD,O,0.18424398655994453
GLD,P,0.09732593050778669
GLD,Q,0.18495776496380456
GLD,R,0.0890985234654455
GLD,S,0.16722195069125356
