Regions,Sectors,INIT_KAP
GLD,A,0.18162227060668493
GLD,B,0.22832532569017128
GLD,C,0.9639654558971468
GLD,D,0.19884705993108936
GLD,E,0.061665090447062414
GLD,F,0.24027691662628078
GLD,G,0.32852742159322207
GLD,H,0.18164224131254306
GLD,I,0.26910985551932326
GLD,J,0.38934781274368674
GLD,K,1.1958996107113817
GLD,L,2.132839499234343
GLD,M,0.09637434486697988
GLD,N,0.19686551239793532
GLD,O,0.24676691120370386
GLD,P,0.1304334742955268
GLD,Q,0.24612733249045204
GLD,R,0.11888488768253637
GLD,S,0.22638757321772407
