Regions,Sectors,INIT_KAP
GLD,A,0.147216901382412
GLD,B,0.18474455640720858
GLD,C,0.7812191053983593
GLD,D,0.156501335064102
GLD,E,0.03551134491226207
GLD,F,0.194457486005432
GLD,G,0.2742558181725084
GLD,H,0.15525945895923973
GLD,I,0.214439884092746
GLD,J,0.3319016773696927
GLD,K,1.0189304525657659
GLD,L,1.7817375410401621
GLD,M,0.09037091961594543
GLD,N,0.18570646313493966
GLD,O,0.20800000479758576
GLD,P,0.1115219754582368
GLD,Q,0.2104618525652237
GLD,R,0.09764780225070349
GLD,S,0.20653022623985362
