Regions,Sectors,INIT_KAP
GLD,A,0.3789666401258262
GLD,B,0.48214857141590167
GLD,C,1.9989615393697917
GLD,D,0.405156615689402
GLD,E,0.08738204377847232
GLD,F,0.46446573711022515
GLD,G,0.699741440205125
GLD,H,0.3995928882275492
GLD,I,0.5295351286093278
GLD,J,0.5239549925094067
GLD,K,1.8284597937744682
GLD,L,4.043761939697656
GLD,M,0.2326180245172274
GLD,N,0.4519738149864243
GLD,O,0.5241069805423207
GLD,P,0.28603918974048514
GLD,Q,0.5307534820556602
GLD,R,0.22693401421435683
GLD,S,0.5259404134414447
