Regions,Sectors,INIT_KAP
GLD,A,0.6781845592470958
GLD,B,0.9492366669105717
GLD,C,2.094432112663355
GLD,D,1.1866285318425258
GLD,E,0.7654015973981714
GLD,F,1.0142845337530626
GLD,G,1.4461837810907463
GLD,H,0.3674491375697737
GLD,I,0.7240307343492508
GLD,J,1.2104121299465116
GLD,K,3.1019355016064596
GLD,L,4.4873938793526245
GLD,M,0.4897423568386323
GLD,N,0.5899825656961788
GLD,O,0.8609271736070998
GLD,P,0.22677285932947985
GLD,Q,0.36758068863161564
GLD,R,0.3171677476277775
GLD,S,0.5680817557470377
