Regions,Sectors,INIT_KAP
GLD,A,0.20245195070702482
GLD,B,0.2583456828784047
GLD,C,1.0830770633358837
GLD,D,0.22350020935845918
GLD,E,0.04817783334147876
GLD,F,0.26994482758587074
GLD,G,0.36886529391136735
GLD,H,0.20375870546493194
GLD,I,0.3026074916476711
GLD,J,0.4323295222304647
GLD,K,1.3319741886491339
GLD,L,2.3837918879554314
GLD,M,0.10911312840521621
GLD,N,0.22176651674205
GLD,O,0.2773057072899899
GLD,P,0.14657353204381102
GLD,Q,0.27601839767609954
GLD,R,0.1330200706879644
GLD,S,0.2540636813376164
