Regions,Sectors,INIT_KAP
GLD,A,0.1865881179116522
GLD,B,0.23555403110788242
GLD,C,0.992943358463127
GLD,D,0.20478458116953213
GLD,E,0.04660624502034165
GLD,F,0.24734434424117596
GLD,G,0.338147514499764
GLD,H,0.18689582887137784
GLD,I,0.277218983313126
GLD,J,0.3994373319658209
GLD,K,1.227942433863726
GLD,L,2.1927570153171887
GLD,M,0.09937253558603212
GLD,N,0.2023509747483978
GLD,O,0.25405687579978375
GLD,P,0.13429437105164627
GLD,Q,0.2532855213507002
GLD,R,0.12223645293537787
GLD,S,0.23274588894506337
