Regions,Sectors,INIT_KAP
GLD,A,0.200286204619341
GLD,B,0.2552829853433619
GLD,C,1.0706772579209685
GLD,D,0.2209520425214821
GLD,E,0.04760386454419993
GLD,F,0.2668360992106102
GLD,G,0.3645893906950066
GLD,H,0.20138876443200585
GLD,I,0.29910902587134475
GLD,J,0.42777392736048103
GLD,K,1.317459116861805
GLD,L,2.357071495708673
GLD,M,0.10779497829798204
GLD,N,0.21895370140534967
GLD,O,0.2740624598968782
GLD,P,0.14485458780790955
GLD,Q,0.27283571809323987
GLD,R,0.13151769967927185
GLD,S,0.25102744815974615
