Regions,Sectors,INIT_KAP
GLD,A,0.18325565449287556
GLD,B,0.23071159336780347
GLD,C,0.973431162141129
GLD,D,0.20079618566966942
GLD,E,0.056065713068307425
GLD,F,0.24259170459914006
GLD,G,0.33165477046751596
GLD,H,0.18334557705843163
GLD,I,0.2717631519069905
GLD,J,0.3926195603211725
GLD,K,1.2062181713543578
GLD,L,2.152272734323235
GLD,M,0.09736182238068421
GLD,N,0.19865080745747754
GLD,O,0.24912760323331065
GLD,P,0.1316842322506095
GLD,Q,0.24843753270496985
GLD,R,0.11997977455362903
GLD,S,0.2284512302259849
