Regions,Sectors,INIT_KAP
GLD,A,0.5139223925889247
GLD,B,0.6545581890050127
GLD,C,2.717902094194093
GLD,D,0.5496283751430121
GLD,E,0.11760155572926036
GLD,F,0.6299548446540678
GLD,G,0.9501192016780327
GLD,H,0.5417271113703896
GLD,I,0.718846944670323
GLD,J,0.6785047016081144
GLD,K,2.4845744822896987
GLD,L,5.498962839069585
GLD,M,0.31503127228449407
GLD,N,0.6059323197336618
GLD,O,0.7112723015503641
GLD,P,0.3874175396543272
GLD,Q,0.7203020449614785
GLD,R,0.30644312871843926
GLD,S,0.7124153990701888
