Regions,Sectors,INIT_KAP
GLD,A,0.15371133609605295
GLD,B,0.19414595313919097
GLD,C,0.8030639789662087
GLD,D,0.16401312315974884
GLD,E,0.03712279312365269
GLD,F,0.19873622167592356
GLD,G,0.28289391961982313
GLD,H,0.16240184052604617
GLD,I,0.21834540841001332
GLD,J,0.3383239056557112
GLD,K,1.038299724579199
GLD,L,1.8175009099412527
GLD,M,0.09487396242272644
GLD,N,0.1940581732947828
GLD,O,0.21429104170781157
GLD,P,0.11681761681434218
GLD,Q,0.2169303767444427
GLD,R,0.09967694271955979
GLD,S,0.2161304604899837
