Regions,Sectors,INIT_KAP
GLD,A,0.1824347292577369
GLD,B,0.22951412220028541
GLD,C,0.9686647778759642
GLD,D,0.19981591248661681
GLD,E,0.05878768523295717
GLD,F,0.24142666154120415
GLD,G,0.3300769245840137
GLD,H,0.18248567577883687
GLD,I,0.2704277447648037
GLD,J,0.39096724334227123
GLD,K,1.200997544797174
GLD,L,2.142463595609173
GLD,M,0.0968657903903607
GLD,N,0.19774945307096506
GLD,O,0.2479354141902815
GLD,P,0.1310527640745085
GLD,Q,0.2472698683631922
GLD,R,0.11942831027779799
GLD,S,0.22740921110211068
