Regions,Sectors,INIT_KAP
GLD,A,0.23650556971499473
GLD,B,0.3253799105090276
GLD,C,1.0027444499614981
GLD,D,0.424197259361202
GLD,E,0.29122656361776184
GLD,F,0.3591379514978658
GLD,G,0.46797548744681794
GLD,H,0.1951775808770499
GLD,I,0.27953923009397785
GLD,J,0.4490567026442195
GLD,K,1.32901976122415
GLD,L,2.293602137291311
GLD,M,0.16757897314029868
GLD,N,0.24345590390642163
GLD,O,0.2854572106914344
GLD,P,0.1391322652048437
GLD,Q,0.2636267224261272
GLD,R,0.12781359657904245
GLD,S,0.25393556258314265
