Regions,Sectors,INIT_KAP
GLD,A,0.18725855687336707
GLD,B,0.23719160782652202
GLD,C,0.9770857518723562
GLD,D,0.19990726410225243
GLD,E,0.04452705648703096
GLD,F,0.22919791752143434
GLD,G,0.3439055582281912
GLD,H,0.19767212748038207
GLD,I,0.260632005760396
GLD,J,0.366877223610115
GLD,K,1.1233084714079264
GLD,L,1.9966523903608846
GLD,M,0.11545960125609364
GLD,N,0.23236392539045067
GLD,O,0.25818927269058056
GLD,P,0.14196383783647037
GLD,Q,0.26140762727551775
GLD,R,0.11387479491490987
GLD,S,0.2607360675192659
