Regions,Sectors,INIT_KAP
GLD,A,0.26596025909824617
GLD,B,0.3377865666881806
GLD,C,1.3971200309908822
GLD,D,0.2841860004880913
GLD,E,0.06203681182884599
GLD,F,0.3257807284516662
GLD,G,0.4901297632310062
GLD,H,0.28054793365882014
GLD,I,0.3710492719497849
GLD,J,0.4257907566430097
GLD,K,1.3169986489584493
GLD,L,2.8254868133904276
GLD,M,0.1635555396826316
GLD,N,0.3223186996086223
GLD,O,0.3673826366470458
GLD,P,0.2011135415239997
GLD,Q,0.3720389770388473
GLD,R,0.16015458924836248
GLD,S,0.3692106298813268
