Regions,Sectors,INIT_KAP
GLD,A,0.13743486462124263
GLD,B,0.16731245778632647
GLD,C,0.7187688618589588
GLD,D,0.14774530574155934
GLD,E,0.03092290142975054
GLD,F,0.17842621038902323
GLD,G,0.24503514307189328
GLD,H,0.13545206440307692
GLD,I,0.2001017822428524
GLD,J,0.29846353596459585
GLD,K,0.9113968842085167
GLD,L,1.610429289111279
GLD,M,0.07024826822397044
GLD,N,0.1414940443815179
GLD,O,0.1841382745812592
GLD,P,0.09724438874962986
GLD,Q,0.18492346101932505
GLD,R,0.08896057585388394
GLD,S,0.16715317226777984
