Regions,Sectors,INIT_KAP
GLD,A,0.21397822529190919
GLD,B,0.2940942971576438
GLD,C,0.9832733410069497
GLD,D,0.38318819866220866
GLD,E,0.2630527693073969
GLD,F,0.3245979242314631
GLD,G,0.42287987467254484
GLD,H,0.1908992438373464
GLD,I,0.27432629093300376
GLD,J,0.42809784169857085
GLD,K,1.2882255202311754
GLD,L,2.2422881017016203
GLD,M,0.1516313172519804
GLD,N,0.22644669765369443
GLD,O,0.2678893239005685
GLD,P,0.13636985443025235
GLD,Q,0.25940335659886476
GLD,R,0.12439502299836
GLD,S,0.24544427910357888
