Regions,Sectors,INIT_KAP
GLD,A,0.3424225602591848
GLD,B,0.4354771892098847
GLD,C,1.8044178273952367
GLD,D,0.3660385772776173
GLD,E,0.07917764356995356
GLD,F,0.41962390804934024
GLD,G,0.6319787734597474
GLD,H,0.36109621671735836
GLD,I,0.4782905240958101
GLD,J,0.49200147168854896
GLD,K,1.6508037852409314
GLD,L,3.6499818733627163
GLD,M,0.21028661445525676
GLD,N,0.41001446876775105
GLD,O,0.47343612418500947
GLD,P,0.25857624641913135
GLD,Q,0.4794433944795514
GLD,R,0.20533279701013274
GLD,S,0.475261572736618
