Regions,Sectors,INIT_KAP
GLD,A,0.18743439659436661
GLD,B,0.2367822069226659
GLD,C,0.9979100528026147
GLD,D,0.2058010929470231
GLD,E,0.04468313258902852
GLD,F,0.24855792624662082
GLD,G,0.33981294848926413
GLD,H,0.18780291830741205
GLD,I,0.2786055418814027
GLD,J,0.40119164425122916
GLD,K,1.233550334423757
GLD,L,2.203099519904268
GLD,M,0.09988306282440251
GLD,N,0.20329713124595933
GLD,O,0.2553212394519091
GLD,P,0.13496150653077324
GLD,Q,0.254527795918686
GLD,R,0.12281129364576891
GLD,S,0.23384388006768672
