Regions,Sectors,INIT_KAP
GLD,A,0.1992059041401293
GLD,B,0.253750661459256
GLD,C,1.064533428610681
GLD,D,0.2196657559406406
GLD,E,0.047314871161438794
GLD,F,0.2652900689820098
GLD,G,0.3624668441810692
GLD,H,0.20021923900979693
GLD,I,0.2973720872675682
GLD,J,0.42551175345508113
GLD,K,1.310282387286419
GLD,L,2.3438858017033977
GLD,M,0.10713668259956474
GLD,N,0.21755930450800373
GLD,O,0.2724614200093933
GLD,P,0.14400797987076275
GLD,Q,0.27127024373005426
GLD,R,0.1307736908584231
GLD,S,0.24952585403602218
