Regions,Sectors,INIT_KAP
GLD,A,0.16141144747735028
GLD,B,0.2040722333256512
GLD,C,0.8386448944549975
GLD,D,0.17224421343446034
GLD,E,0.03882554931400898
GLD,F,0.2035496651371222
GLD,G,0.29583485482330435
GLD,H,0.17049633081496374
GLD,I,0.22465729320019345
GLD,J,0.34500265771144867
GLD,K,1.058145237854117
GLD,L,1.854450950705065
GLD,M,0.09962366385438909
GLD,N,0.20287668089533045
GLD,O,0.22264011727163502
GLD,P,0.12258203167905529
GLD,Q,0.2253512228078108
GLD,R,0.10196100088660036
GLD,S,0.2263134934522406
