Regions,Sectors,INIT_KAP
GLD,A,0.5687422613337124
GLD,B,0.7247695394468868
GLD,C,3.010969757797906
GLD,D,0.6084160106008251
GLD,E,0.12982559301590893
GLD,F,0.6971001858439815
GLD,G,1.0520565725316855
GLD,H,0.5995193322645342
GLD,I,0.7958871884454185
GLD,J,0.7491155290140843
GLD,K,2.7520582822048225
GLD,L,6.092074036193727
GLD,M,0.34851089678799335
GLD,N,0.6649619870855468
GLD,O,0.7872897823722824
GLD,P,0.42856088074741594
GLD,Q,0.7973394101476565
GLD,R,0.3386983811728007
GLD,S,0.7868925036280594
