Regions,Sectors,INIT_KAP
GLD,A,0.17294006697665779
GLD,B,0.21307738589223707
GLD,C,0.9184981746306162
GLD,D,0.20916956651993793
GLD,E,0.14321798255092238
GLD,F,0.22973797884842956
GLD,G,0.3165301261185745
GLD,H,0.17506098548765778
GLD,I,0.2560134382858425
GLD,J,0.3781732134664033
GLD,K,1.1615889667344546
GLD,L,2.0600422956832394
GLD,M,0.09068602069590893
GLD,N,0.1919119955734839
GLD,O,0.23807747692004602
GLD,P,0.12564200457835173
GLD,Q,0.23818043716422438
GLD,R,0.11405143247412165
GLD,S,0.2196311570773518
