Regions,Sectors,INIT_KAP
GLD,A,0.21028463531732727
GLD,B,0.2694442673041805
GLD,C,1.1279205023699268
GLD,D,0.23285618584630774
GLD,E,0.05026587390655494
GLD,F,0.2812293438200969
GLD,G,0.3844406693505723
GLD,H,0.21236625537311338
GLD,I,0.31527925744479735
GLD,J,0.4488879343442947
GLD,K,1.384866614717619
GLD,L,2.4806808095830166
GLD,M,0.11390013329908555
GLD,N,0.2320775581912343
GLD,O,0.28909218537254777
GLD,P,0.1528078952880411
GLD,Q,0.2875683819464217
GLD,R,0.1384685538214792
GLD,S,0.26513648432056636
