index0,index1,RAW_YPO_CCON
GLD,A,895.7049000000013
GLD,B,392.449599999999
GLD,C,101468.8255
GLD,D,32.70980000000009
GLD,E,0.5341000000000804
GLD,F,0.14749999999912689
GLD,G,0.32369999999991705
GLD,H,12331.755599999991
GLD,I,11273.1872
GLD,J,3560.357400000001
GLD,K,416.951700000011
GLD,L,949.3302000000156
GLD,M,165.01640000000043
GLD,N,783.3094000000001
GLD,O,0.0
GLD,P,384.76340000000346
GLD,Q,1136.1134999999922
GLD,R,2017.8095000000012
GLD,S,371.66949999999633
