Regions,Sectors,INIT_KAP
GLD,A,0.9503019957616856
GLD,B,1.288658126603876
GLD,C,1.235713466083135
GLD,D,1.0465315878835875
GLD,E,0.9501341377822043
GLD,F,0.9903406348146999
GLD,G,1.0965032316553307
GLD,H,0.9502304545942725
GLD,I,1.1901497992243566
GLD,J,0.98407010869744
GLD,K,1.5775588797962274
GLD,L,2.015926283154551
GLD,M,0.950226573965965
GLD,N,0.9502721994292341
GLD,O,0.9960810643225013
GLD,P,0.950156875436989
GLD,Q,0.9818298514636328
GLD,R,0.9501381619918375
GLD,S,0.9503498620293228
